192.168.81.163,"['sls.update.microsoft.com', 'sls.update.microsoft.com']","['Microsoft Update Secure Server CA 2.1', 'Microsoft Update Secure Server CA 2.1']",white
192.168.101.154,"['sls.update.microsoft.com', 'login.live.com']","['Microsoft Update Secure Server CA 2.1', 'Microsoft IT TLS CA 2']",white
192.168.128.219,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.223.133,['ninite.com'],['Amazon'],white
192.168.210.7,[],[],white
192.168.16.170,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.57.53,['ninite.com'],['Amazon'],white
192.168.136.193,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.248.139,['google.com'],['GTS CA 1O1'],white
192.168.47.157,['www.islonline.com'],['Sectigo RSA Organization Validation Secure Server CA'],white
192.168.98.103,['nch.com.au'],['GeoTrust RSA CA 2018'],white
192.168.254.101,['blackerrorshades.com'],['Sectigo RSA Domain Validation Secure Server CA'],white
192.168.146.186,['downloads-jau.oracle.com'],['DigiCert SHA2 Secure Server CA'],white
192.168.160.121,['ninite.com'],['Amazon'],white
192.168.83.149,"['google.com', 'google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.36.42,['google.com'],['GTS CA 1O1'],white
192.168.181.147,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.247.32,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.25.170,"['*.mql5.net', '*.mql5.com', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net']","['Sectigo RSA Domain Validation Secure Server CA', 'Sectigo ECC Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo ECC Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.65.93,['baidu.com'],['DigiCert SHA2 Secure Server CA'],white
192.168.52.47,['sapi.norton.com'],['DigiCert Global CA G2'],white
192.168.25.187,['ninite.com'],['Amazon'],white
192.168.173.83,"['izhongcheng.cn', '*.cdn.myqcloud.com']","['GeoTrust CN RSA CA G1', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.247.74,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.33.97,"['ecs.office.com', 'nexusrules.officeapps.live.com']","['Microsoft IT TLS CA 1', 'Microsoft IT TLS CA 2']",white
192.168.4.41,"['secure.logmeinrescue.com', '*.app10-09.logmein.com', '*.app10-09.logmein.com', '*.app10-14.logmein.com', '*.app10-03.logmein.com', '*.app10-03.logmein.com', '*.app10-10.logmein.com', '*.app10-02.logmein.com', '*.app10-11.logmein.com', '*.app10-09.logmein.com']","['GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018', 'GlobalSign RSA OV SSL CA 2018']",white
192.168.27.175,['*.qy.net'],['GlobalSign RSA OV SSL CA 2018'],white
192.168.151.152,['google.com'],['GTS CA 1O1'],white
192.168.148.112,['sapi.norton.com'],['DigiCert Global CA G2'],white
192.168.84.105,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.96.13,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.153.144,"['izhongcheng.cn', '*.cdn.myqcloud.com']","['GeoTrust CN RSA CA G1', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.93.217,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.156.249,['google.com'],['GTS CA 1O1'],white
192.168.69.158,"['*.goodsync.com', '*.goodsync.com']","['Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.51.185,"['sls.update.microsoft.com', 'login.live.com']","['Microsoft Update Secure Server CA 2.1', 'Microsoft IT TLS CA 2']",white
192.168.25.114,['sls.update.microsoft.com'],['Microsoft Update Secure Server CA 2.1'],white
192.168.123.185,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.117.169,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.198.105,['*.g.doubleclick.net'],['GTS CA 1O1'],white
192.168.147.175,[],[],white
192.168.96.159,['google.com'],['GTS CA 1O1'],white
192.168.121.73,"['google.com', 'google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.132.215,['*.oschina.net'],['TrustAsia TLS RSA CA'],white
192.168.83.32,"['*.cnzz.com', 'webssl.chinanetcenter.com', '*.cnzz.com', '*.cnzz.com']","['GlobalSign Organization Validation CA - SHA256 - G2', 'DigiCert CN RSA CA G1', 'GlobalSign Organization Validation CA - SHA256 - G2', 'GlobalSign Organization Validation CA - SHA256 - G2']",white
192.168.4.51,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.204.158,"['*.mql5.com', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net']","['Sectigo ECC Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.17.214,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.143.207,"['ninite.com', 'ninite.com']","['Amazon', 'Amazon']",white
192.168.198.210,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.44.71,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.10.1,['*.adobe.com'],['DigiCert SHA2 Secure Server CA'],white
192.168.105.148,['google.com'],['GTS CA 1O1'],white
192.168.220.97,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.23.248,"['dotnet.microsoft.com', 'www.microsoft.com', 'a248.e.akamai.net', '*.google-analytics.com']","['Microsoft IT TLS CA 4', 'Microsoft IT TLS CA 5', 'DigiCert Secure Site ECC CA-1', 'GTS CA 1O1']",white
192.168.153.59,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.34.84,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.213.62,"['ecs.office.com', 'nexusrules.officeapps.live.com']","['Microsoft IT TLS CA 1', 'Microsoft IT TLS CA 2']",white
192.168.129.120,"['izhongcheng.cn', '*.cdn.myqcloud.com']","['GeoTrust CN RSA CA G1', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.234.49,['palmparadise.su'],["Let's Encrypt Authority X3"],white
192.168.96.78,['livessl.chinanetcenter.com'],['DigiCert CN RSA CA G1'],white
192.168.15.246,['*.cloudfront.net'],['DigiCert Global CA G2'],white
192.168.49.49,['get.adobe.com'],['DigiCert SHA2 Secure Server CA'],white
192.168.185.206,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.147.209,['*.goodsync.com'],['Sectigo RSA Domain Validation Secure Server CA'],white
192.168.107.138,"['sls.update.microsoft.com', 'sls.update.microsoft.com']","['Microsoft Update Secure Server CA 2.1', 'Microsoft Update Secure Server CA 2.1']",white
192.168.109.170,['sls.update.microsoft.com'],['Microsoft Update Secure Server CA 2.1'],white
192.168.195.168,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.217.207,['*.pdfsam.org'],['AlphaSSL CA - SHA256 - G2'],white
192.168.68.47,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.92.20,['google.com'],['GTS CA 1O1'],white
192.168.35.190,['*.3737.com'],['RapidSSL RSA CA 2018'],white
192.168.72.61,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.8.188,['google.com'],['GTS CA 1O1'],white
192.168.64.161,['ninite.com'],['Amazon'],white
192.168.74.17,['www.anuko.com'],['RapidSSL SHA256 CA'],white
192.168.255.187,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.17.100,"['www.wondershare.com', 'cloudflare.com']","['GeoTrust RSA CA 2018', 'DigiCert SHA2 Extended Validation Server CA']",white
192.168.124.215,"['*.mql5.com', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net', '*.mql5.net']","['Sectigo ECC Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo ECC Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA', 'Sectigo RSA Domain Validation Secure Server CA']",white
192.168.79.142,['google.com'],['GTS CA 1O1'],white
192.168.223.136,"['google.com', 'google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.198.209,['builds.getgocdn.com'],['DigiCert SHA2 Secure Server CA'],white
192.168.61.132,"['sls.update.microsoft.com', 'login.live.com']","['Microsoft Update Secure Server CA 2.1', 'Microsoft IT TLS CA 2']",white
192.168.161.229,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.216.178,['sni.cloudflaressl.com'],['CloudFlare Inc ECC CA-2'],white
192.168.22.135,"['*.tmall.com', 'webssl.chinanetcenter.com']","['GlobalSign Organization Validation CA - SHA256 - G2', 'DigiCert CN RSA CA G1']",white
192.168.147.113,"['launch.getgo.com', 'livessl.chinanetcenter.com']","['DigiCert SHA2 Secure Server CA', 'DigiCert CN RSA CA G1']",white
192.168.139.229,"['*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com']","['Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2']",white
192.168.127.118,"['izhongcheng.cn', 'izhongcheng.cn', '*.adobe.com']","['GeoTrust CN RSA CA G1', 'GeoTrust CN RSA CA G1', 'DigiCert SHA2 Secure Server CA']",white
192.168.153.238,['cmc.comodo.com'],['Sectigo RSA Organization Validation Secure Server CA'],white
192.168.248.235,['baidu.com'],['GlobalSign Organization Validation CA - SHA256 - G2'],white
192.168.175.191,['google.com'],['GTS CA 1O1'],white
192.168.75.1,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.137.226,['google.com'],['GTS CA 1O1'],white
192.168.180.197,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.7.157,"['google.com', 'google.com', 'google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.85.141,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.109.97,['sls.update.microsoft.com'],['Microsoft Update Secure Server CA 2.1'],white
192.168.105.82,['google.com'],['GTS CA 1O1'],white
192.168.178.71,['google.com'],['GTS CA 1O1'],white
192.168.156.84,"['sls.update.microsoft.com', 'login.live.com']","['Microsoft Update Secure Server CA 2.1', 'Microsoft IT TLS CA 1']",white
192.168.6.229,['sls.update.microsoft.com'],['Microsoft Update Secure Server CA 2.1'],white
192.168.56.175,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.99.119,['*.mini1.cn'],['GeoTrust RSA CA 2018'],white
192.168.134.99,['google.com'],['GTS CA 1O1'],white
192.168.9.255,['google.com'],['GTS CA 1O1'],white
192.168.195.161,"['google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.116.247,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.107.81,"['*.cdn.bcebos.com', 'baidu.com']","['DigiCert SHA2 Secure Server CA', 'GlobalSign Organization Validation CA - SHA256 - G2']",white
192.168.24.247,['google.com'],['GTS CA 1O1'],white
192.168.12.190,['*.idc.tencent.com'],['Secure Site CA G2'],white
192.168.205.125,"['google.com', 'google.com', 'google.com', 'google.com', 'google.com', 'google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1', 'GTS CA 1O1']",white
192.168.74.213,['*.mql5.com'],['Sectigo ECC Domain Validation Secure Server CA'],white
192.168.152.197,['get.adobe.com'],['DigiCert SHA2 Secure Server CA'],white
192.168.253.171,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.19.22,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.240.238,[],[],white
192.168.120.191,['www.microsoft.com'],['Microsoft IT TLS CA 5'],white
192.168.27.96,['*.cdn.myqcloud.com'],['Sectigo RSA Domain Validation Secure Server CA'],white
192.168.54.66,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.202.71,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.87.221,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.167.8,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.91.154,"['www.cfos.de', 'go.microsoft.com']","['SSL.com High Assurance CA', 'Microsoft IT TLS CA 5']",white
192.168.229.199,['ninite.com'],['Amazon'],white
192.168.22.143,"['*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com', '*.mql5.com']","['Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2', 'Go Daddy Secure Certificate Authority - G2']",white
192.168.104.71,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.59.145,"['google.com', 'google.com']","['GTS CA 1O1', 'GTS CA 1O1']",white
192.168.43.74,['google.com'],['GTS CA 1O1'],white
192.168.24.99,"['autoupdate.opera.com', '*.opera.com', '*.operacdn.com']","['DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 High Assurance Server CA', 'DigiCert SHA2 Secure Server CA']",white
192.168.198.82,['login.live.com'],['Microsoft IT TLS CA 2'],white
192.168.155.35,['launch.getgo.com'],['DigiCert SHA2 Secure Server CA'],white
